jawa,indo
Timbangane bingung mergo ora iso turu kui aku malah nonton film tekan jam 3,"Daripada bingung karena tidak bisa tidur, aku malah menonton film hingga jam 3"
Trus jam 5 ne aku wis tangi,"Lalu, jam 5 pagi aku sudah bangun"
Aku yen wis tangi isuk kui ora iso turu meneh,Aku kalau sudah bangun pagi itu tidak bisa tidur lagi
Biasane iso turu meneh kui jam 10an,Biasanya bisa tidur lagi sekitar jam 10
Nanging mergo ono Jumatan yen meh turu nanggung,"Tapi karena ada Jumatan, kalau mau tidur jadi nanggung"
Neng masjid kui aku keturon,Di masjid itu aku tertidur
Pas wayahe salat aku ora tangi,Saat waktu salat aku tidak bangun
Ono wong sing nepok-nepok aku aku lagi so tangi,Ada orang yang menepuk-nepuk aku hingga aku terbangun
Ekskul iku kegiatan sing dimeloki arek sekolah ndek luar kegiatan akademis tapi sek ndek lingkup sekolah e iku mau,Ekstrakurikuler itu kegiatan yang diikuti oleh siswa di luar kegiatan akademik tetapi masih dalam lingkup sekolah
Kadangan nek tak delok onok tipe arek sekolah sing semangat pol gawe melu ekskul,Kadang jika aku lihat ada tipe siswa yang sangat semangat mengikuti ekstrakurikuler
Hal iku mergo ekskul sing dimeloki termasuk dadi hobine,Hal itu karena ekstrakurikuler yang diikuti adalah hobinya
Kabeh uwong iku pasti seneng lah nek ngelakoni hobine gak onok sing gak seneng malah,"Semua orang pasti senang jika menjalani hobinya, tidak ada yang tidak senang"
Cuma kadangan arek iku mau terlalu fokus ambek kegiatan ekskul e sampe ngabaino kemampuan akademis e,Hanya saja kadang siswa itu terlalu fokus pada kegiatan ekstrakurikuler sampai mengabaikan kemampuan akademiknya
Padahal kate yaopo yaopo arek sekolah iku kudu isok mertahano nilai akademis e ben isok naik kelas,Padahal bagaimanapun juga siswa harus bisa mempertahankan nilai akademiknya agar bisa naik kelas
Nek arek iku terlalu fokus karo ekskul e isok isok nilaine dadi anjlok kabeh,"Jika siswa itu terlalu fokus pada ekstrakurikuler, bisa jadi nilainya anjlok semua"
Dadi gawe awakmu sing nduwe anak awasi ojok sampe dee terlalu fokus ambek ekskul e dan marakno nilai akademis e dadi anjlok,"Jadi untuk kamu yang punya anak, awasi jangan sampai dia terlalu fokus pada ekstrakurikuler hingga membuat nilai akademiknya anjlok"
Pas lagi awal mlebu kuliah aku sempet melu UKM baseball,Saat awal masuk kuliah aku sempat ikut Unit Kegiatan Mahasiswa (UKM) baseball
Aku uga bingung kenopo aku melu klub olahraga kui,Aku juga bingung kenapa ikut klub olahraga itu
Aku ora ono minat opo-opo pas SMA neng baseball,Aku tidak punya minat apapun di SMA terhadap baseball
Aku melu koyo meng mergo penasaran wae,Aku ikut hanya karena penasaran saja
Yo wislah aku melu latiane kui sak ben dino Selasa karo Kemis,Ya sudahlah aku ikut latihannya setiap hari Selasa dan Kamis
Biasane latiane kui dimulai nganggo mlayu lapangan peng telu,Biasanya latihan dimulai dengan lari tiga putaran lapangan
Bar kui awak dhewe latian uncal-uncalan bal,Setelah itu kami latihan lempar-lemparan bola
Awak dhewe golek pasangan dadi ono sing nguncal lan ono sing nyekel,"Kami mencari pasangan, ada yang melempar dan ada yang menangkap"
Nah tau pas kui aku entuk pasangan sing wis jago,"Nah, pernah saat itu aku mendapat pasangan yang sudah jago"
Bejone aku kui pas lagi latian nguncal sing jarake adoh,Kebetulan saat itu kami sedang latihan lempar jarak jauh
Pas dheweke nguncal aku ora iso nyekel bale malah keno sirahku,"Saat dia melempar, aku tidak bisa menangkap bola dan malah kena kepalaku"
Langsung mumet rasane sirahku,Kepalaku langsung pusing
Banjur aku metu seko lapangan dikon leren karo pelatihe,Lalu aku keluar lapangan dan disuruh istirahat oleh pelatih
Miturut falsafah sing dijunjung ning negara Asia Timur pendidikan kuwi dadi bagian penting sing bisa ngubah arah urip lan nasib wong sing ana ning sekitare,"Menurut falsafah yang dijunjung di negara-negara Asia Timur, pendidikan adalah bagian penting yang bisa mengubah arah hidup dan nasib orang-orang di sekitarnya"
Kamangka kuliah kuwi penting banget kanggo wong sing niat lan uga duwe usaha sing gedhe uga kepengenan bisa ngubah ekonomi lan uga marai keluarga tambah maju,"Padahal kuliah itu sangat penting untuk orang yang memiliki niat besar, usaha keras, dan keinginan mengubah ekonomi serta memajukan keluarga"
Amarga kuwi yen kepengen kuliah awak dhewe uga kudu nduweni niat sing gedhe ben sawijining dina awak dhewe bisa marai wong tuwa bangga lan uga marai mimpi kawujud,"Oleh karena itu, jika ingin kuliah, kita juga harus memiliki niat besar agar suatu hari bisa membuat orang tua bangga dan mimpi terwujud"
Aturan sing ngesahno kanggo wong bunuh diri iku termasuk perkoro sing sampek saiki durung ono sing ngesahno nang negoro-negoro polahe akeh wong sing ora setuju ambek nganggep perkoro iku ora pantes ono,Aturan yang melegalkan tindakan bunuh diri adalah hal yang sampai sekarang belum disahkan di negara-negara karena banyak yang tidak setuju dan menganggap hal itu tidak pantas ada
Nah sing garai perkoro iku maeng ono biasane yo polahe menungso dewe contohne perkoro sing gelek dilakoni menungso nag bunuh diri yoiku polahe ora kuat ngadepi uripe sing ora karoan rasane,"Nah, penyebab hal itu biasanya adalah perilaku manusia sendiri, contohnya bunuh diri dilakukan karena tidak kuat menghadapi hidup yang tidak menentu"
Contohne wong sing bisnise iku maeng ajor terus utange akeh mari ngunu ora kuat nanggung utange akhire bunuh diri terus bocah sekolah sing ora kuat ngadepi sekolahe akhire bunuh diri,"Contohnya orang yang usahanya selalu merugi, utangnya banyak, lalu tidak kuat menanggung utangnya hingga akhirnya bunuh diri, atau siswa sekolah yang tidak kuat menghadapi sekolahnya hingga akhirnya bunuh diri"
Nah perkoro iku maeng termasuk salah sijine perkoro sing biasane peling gelek dilakoni wong sing bunuh diri,"Nah, masalah itu memang termasuk salah satu masalah yang sering dialami oleh orang yang bunuh diri"
Pas acara KKN tahun 2015 bocah-bocah sak kelompok ambek aku ngejak gawe acara panggang ayam,"Saat acara KKN tahun 2015, teman-teman satu kelompok dengan saya mengajak untuk membuat acara panggang ayam"
Nah aku ambek koncoku sing bocah Lumajang iku tugase golek pitik nang pasar terus sing liyane iku nyiapno bumbuni ambek liyan-liyane,"Saya dan teman saya yang dari Lumajang tugasnya mencari ayam di pasar, sementara yang lainnya menyiapkan bumbu dan lainnya"
Nah pas tutuk pasar koncoku moro-moro nyirik-nyirik polahe ambune nang pasar iwak kan rodok mangkelno amise orambloko,"Saat sampai di pasar, teman saya tiba-tiba mengeluh karena bau ikan yang agak menyengat dan mengganggu"
Pas tak takoni tibake bocahe iku ancene jijik ambek sing ambe amis-amis ngunuku,"Ketika saya tanyakan, ternyata dia memang jijik dengan bau amis-amis itu"
Tapi roto-roto kabeh wong iku mesti jijik nag ambu amis-amis ngunuku,Tapi rata-rata semua orang pasti jijik dengan bau amis-amis seperti itu
Masio iku mok sedelok utowo ora masih,Meskipun itu hanya sekejap atau tidak lama
Tapi yo ono wae sing ora lapo-lapo koyok aku barang kan ora masalah masio aku sing beteti iwake barang yo biasa ae,"Tapi ya ada saja yang tidak masalah, seperti saya yang memegang ikan yang berbau amis itu juga biasa saja"
Sego goreng tau dinobatno dadi salah siji panganan paling enak sak dunyo,Nasi goreng pernah dinobatkan sebagai salah satu makanan terlezat di dunia
Wong Indonesia pun hampir gak onok sing gak seneng ambek sego goreng termasuk aku,"Orang Indonesia pun hampir tidak ada yang tidak suka dengan nasi goreng, termasuk saya"
Arek cilik sampe wong tuwo pasti seneng ambek sego goreng,Anak kecil sampai orang tua pasti suka dengan nasi goreng
Sembarang kalire jenis sego goreng sing isok dipilih sesuai selera onok nang ndi ae,"Berbagai jenis nasi goreng yang bisa dipilih sesuai selera, ada di mana saja"
Mulai sing wernoe putih sampe werno abang topping ayam sampe topping seafood porsi diet sampe porsi super jumbo sing murah sampe sing larang kabeh onok,"Mulai dari yang warna putih hingga merah, dengan topping ayam atau seafood, porsi diet hingga super jumbo, yang murah sampai yang mahal semuanya ada"
Wes enak ringkes dan onok nang ndi ae,"Sudah enak, praktis, dan ada di mana-mana"
Bahkan awakmu arep lungo nang endi ae termasuk nang luar negeri pasti sek isok nemu sego goreng,"Bahkan jika kamu pergi ke mana saja, termasuk ke luar negeri, pasti bisa menemukan nasi goreng"
Kecelakaan pas nang pertandingan olahraga iku gak mek dialami karo pemain olahragane tok tapi isok sisan dialami karo penontone,"Kecelakaan saat pertandingan olahraga itu tidak hanya dialami oleh pemain olahraga saja, tetapi juga bisa dialami oleh penonton"
Salah siji contohne iku bola sing gak sengojo ketendang utowo keuncal nang area tribun dan ngeneki sirane penonton,Salah satu contohnya adalah bola yang tidak sengaja tendang atau terlempar ke area tribun dan mengenai penonton
Nek kebenture sek alon ngono gak onok masalah paling mek ngelu dilut terus mari,"Jika terkena bola pelan seperti itu tidak masalah, paling hanya pusing sebentar kemudian sembuh"
Tapi nek kebenture get nemen iku baru sing bahaya,"Tapi jika terkena bola dengan keras, itu baru yang berbahaya"
Kebentur bola koyok ngono iku isok berpotensi marakno gegar otak,Benturan bola seperti itu bisa berpotensi menyebabkan gegar otak
Hal iku soale benturan bola sing kenek nang sira iku marakno utek nang njero geser-geser nang njero tengkorak,Hal itu karena benturan bola yang mengenai kepala menyebabkan otak bergeser di dalam tengkorak
Benturan iku mau bakal ngerusak sel otak marakno perubahan kimiawi ambek sel nang njero utek terus berlanjut dadi gegar otak,"Benturan itu akan merusak sel otak, menyebabkan perubahan kimiawi pada sel di dalam otak, dan berlanjut menjadi gegar otak"
Pelajaran agama kuwi ora bisa dianggep remeh amarga pelajaran iki penting apa maneh kanggo bocah sing sekolah ning basis agama kaya sekolah Islam sekolah yayasan Katolik pesantren lan sak panunggale,"Pelajaran agama itu tidak bisa dianggap remeh karena pelajaran ini penting, apalagi bagi anak-anak yang sekolah di lembaga pendidikan berbasis agama seperti sekolah Islam, sekolah Katolik, pesantren, dan sebagainya"
Agama iki dadi dasar urip yen miturut saka sila ke1 Pancasila lan uga didelok saka muatan ning UUD 1945,Agama ini menjadi dasar hidup menurut sila pertama Pancasila dan juga dilihat dari muatan dalam UUD 1945
Pelajaran agama sing bener iki uga dadi tuntunan kanggo siswa sing ning omahe oleh pelajaran agama setithik lan ana ning lapisan paling ndhuwur uga durung tekan dasar,"Pelajaran agama yang benar ini juga menjadi petunjuk bagi siswa yang di rumahnya mendapatkan sedikit pelajaran agama, dan bahkan yang di lapisan atas juga belum sampai pada dasar"
Pemahaman babagan agama kuwi uga bisa ngontrol perilaku bocah,Pemahaman tentang agama ini juga bisa mengontrol perilaku anak
Kamangka aja sepisan-sepisan ngeremehake babagan pelajaran lan guru agama amarga agama kuwi penting kanggo urip menungsa,"Maka dari itu, jangan sekali-kali meremehkan pelajaran dan guru agama karena agama itu penting untuk hidup manusia"
sing jenenge roso sedeh polahe pisah ambek konco yoiku roso sing getun geloh utowo kuwatir sing kenemenen sing akhire dadikno roso sedeh nang jero ati,"Yang namanya perasaan sedih karena berpisah dengan teman itu adalah perasaan yang menyesal, kecewa, atau khawatir yang akhirnya menimbulkan rasa sedih di dalam hati"
Roso koyok ngene iki asline ora apik gawe kabeh uwong soale iso wae garai ati bingung,Perasaan seperti ini sebenarnya tidak baik bagi semua orang karena bisa saja disebabkan oleh kebingungan hati
Sak liyane iku ono sing ngarani nag sing jenenger sedeh polahe pisah ambek konco iku yo apik soale iku dadi simbol nag hubungane ambek koncone iku maneg apik e megilan sampek-sampek nekakno roso koyo ngunu,"Sementara itu, ada yang mengatakan bahwa perasaan sedih karena berpisah dengan teman itu baik karena menjadi simbol bahwa hubungan dengan teman tersebut sangat baik, meskipun kadang bisa menimbulkan perasaan seperti itu"
Tapi ancene roso koyok ngunu kudune diilangno ben konco-koncone awak dewek kabeh tambah iso berkarya ambek iso berkembang,"Namun perasaan seperti itu sebaiknya dihilangkan, karena kalian semua harus bekerja lebih keras untuk berkembang."
Lah terus ambek awak deweke sisan ben iso terus maju,Lalu bersama dirinya juga agar bisa terus maju
Iki taun sing keloro Intan ana ning Jerman amarga sekolah,Ini tahun kedua Intan di Jerman karena sekolah
Intan wis ora wedi kaya pas taun pertama,Intan sudah tidak takut seperti tahun pertama
Babagan sing diwedeni Intan yaiku wedi dewean wedi ora bisa ngomong lan uga wedi kesasar amarga iki panggoanan sing Intan ora tau weruh,Hal yang ditakuti Intan adalah takut tidak bisa berbicara dan juga takut tersesat karena ini adalah tempat yang Intan belum pernah lihat
Untunge ana warga Indonesia sing ning Jerman lan uga nulungi Intan ben ora kesasar ning Jerman,Untung ada warga Indonesia yang di Jerman dan juga membantu Intan agar tidak tersesat di Jerman
Wong iki uga ngewenehi bantuan kanggo Intan ning sasi kesiji amarga Intan kuwi bocah sing sregep lan apikan,Orang ini juga memberikan bantuan kepada Intan di bulan pertama karena Intan adalah anak yang rajin dan baik
Kamangka Intan wis ora kuatir,Karena Intan sudah tidak khawatir
Hobi sing paling akeh diduweni uwong-uwong iku nonton,Hobi yang paling banyak dimiliki orang-orang adalah menonton
Mboh iku nonton kartun sinetron drama film konser dan liyan liyane,"Entah itu menonton kartun, sinetron, drama, film, konser, dan lain-lain"
Rotoroto uwong mek seneng nonton salah siji jenis tontonan ae,Rata-rata orang pasti suka menonton salah satu jenis tontonan saja
Contohne koyok sing seneng kartun yo tontonane kartun tok,"Contohnya seperti yang suka kartun, ya tontonan kartun saja"
Tapi iku gak kabeh soale onok pisan uwong sing seneng nonton kabeh jenis tontonan,"Tapi itu tidak semuanya, karena ada juga orang yang suka menonton semua jenis tontonan"
Media gawe nonton pun yo akeh maceme mulai teko TV laptop bioskop utowo langsung teko nonton secara langsung koyok nek nonton konser mbasio saiki wes akeh konser sing isok ditonton online,"Media untuk menonton juga banyak jenisnya, mulai dari TV, laptop, bioskop, atau langsung menonton secara langsung, seperti saat menonton konser, sekarang sudah banyak konser yang bisa ditonton online"
Uwong sing wes hobi nonton mereka gak bakal ragu ngetokno duit demi nonton sesuatu sing disenengi ambek dee,Orang yang sudah hobi menonton tidak akan ragu mengeluarkan uang demi menonton sesuatu yang mereka suka
Aku nduwe kanca calon romo sing sekolah ning Magelang jenenge Robin,"Saya punya teman calon pastor yang sekolah di Magelang, namanya Robin"
Robin iki bocah sing pinter lan aktif pas SMP,Robin ini anak yang pintar dan aktif saat SMP
Robin uga sering banget melu kegiyatan sing ana ning kabupaten yaiku kegiatan natal bareng lan sering dadi panitia,"Robin juga sering sekali ikut kegiatan yang ada di kabupaten, seperti kegiatan natal bersama dan sering menjadi panitia"
Robin iki urip selibat lan dekne ngerti banget risiko kuwi nanging dekne seneng amarga urip selibat kuwi bisa marai dekne luwih cedhak karo Gusti lan uga luwih fokus ibadah,"Robin ini hidup selibat dan dia sangat mengerti risiko tersebut, tapi dia senang karena hidup selibat ini bisa membuatnya lebih dekat dengan Tuhan dan juga lebih fokus beribadah"
Amarga ora rabi Robin uga dadi nduwe wektu luwih akeh kanggo ngabdi marang masyarakat utamane umat Katolik,"Karena tidak menikah, Robin juga memiliki lebih banyak waktu untuk mengabdi kepada masyarakat, terutama umat Katolik"
Tandurtinandur kuwi dadi salah siji cara kanggo ngelatih kesabaran amarga saban dina awak dhewe ngopeni kanthi dadi apik nanging ora ngerti kepiye bakale,"Bertanam menjadi salah satu cara untuk melatih kesabaran karena setiap hari kita merawatnya dengan baik, tapi tidak tahu bagaimana nantinya"
Awak dhewe uga bisa sinau yen apa sing tandur kuwi ya sing dihasilake,Kita juga bisa belajar bahwa apa yang kita tanam itulah yang akan dihasilkan
Yen awak dhewe ngewenehi nutrisi kanthi sregep cocok lan awet kamangka tanduran sing tuwuh ya apik,"Jika kita memberikan nutrisi dengan rajin, cocok, dan tahan lama, maka tanaman yang tumbuh juga akan baik"
Yen awak dhewe ora ngopeni ya bakale dadi elek,"Jika kita tidak merawatnya, maka hasilnya akan buruk"
