,text,label
4074,Sing kesiji awak dhewe iso nutupi bagian sikile awak dhewe nanggo sarung.,"Yang pertama, kita bisa menutupi bagian kaki kita dengan sarung."
4075,Minat sing ana ning MinutePhysic yaiku fisika amarga Reich nganggep yen fisika kuwi ora cukup dijelasake nganggo teori,Ketertarikan pada MinutePhysic adalah fisika karena Reich berpendapat bahwa fisika tidak cukup dijelaskan oleh teori
4076,Peminat video iki akeh banjur Reich nggawe akun siji maneh kanggo wong sing minat marang ilmu bumi yaiku MinuteEarth,"Penggemar video ini banyak dan Reich membuat akun lain untuk orang-orang yang tertarik dengan ilmu bumi, MinuteEarth"
4077,Nanging MinutePhysic pengembangane angel-angel gampang ning jaman saiki amarga akeh saingan sing luwih apik miturut Reich,Namun perkembangan MinutePhysic sulit saat ini karena ada banyak pesaing yang lebih baik menurut Reich
4078,Kadang awakmu pasti tau ndelok uwong sing wong tuwone wes pisah gak onok abang gak onok ijo moro ndeloki keluarga sing sek utuh pas lewat nang cedeke,"Terkadang kamu pasti pernah melihat seseorang yang orang tuanya telah berpisah, entah itu merah atau hijau, namun kamu melihat satu keluarga utuh ketika mereka lewat di dekatnya."
4079,Biasane sing koyok ngono iku mergo dee kangen ambek suasana omahe sing mbiyen sek,Biasanya karena kangen dengan suasana rumah lamamu
4080,utuh durung pecah koyok saiki,belum rusak
4081,Hal iku isok marani rasa iri gawe koncomu iku mau dan suwe-suwe koncomu iku mau bakal ninggalno awakmu soale wes gak kuat,Soalnya kamu akan iri pada temanmu dan lama-lama temanmu akan meninggalkanmu karena kamu tidak cukup kuat.
4082,Mending awakmu ngajak dolen koncomu iku wong loro ae nang panggon liyane,Jika Anda ingin mengajak teman Anda pergi ke tempat lain
4083,Sebagai cah langang awak dhewe sok-sok isin karo wulu sikile awak dhewe sing kandel,"Sebagai seorang anak laki-laki, terkadang Anda malu dengan bulu kaki Anda yang tebal"
4084,Senadyan ora ono wong sing nganggep kui aneh kanggo wong lanang nanging awak dhewe ngeroso dadi ora percaya diri wae,"Meski tidak ada yang menganggap hal itu aneh bagi seorang pria, namun Anda merasa tidak percaya diri"
4085,Awak dhewe kepengen nyukur wulune kui nanging wedi dinyek kemayu karo koncone dhewe,"Kamu ingin mencukur rambutmu, tapi takut disakiti oleh pasanganmu sendiri"
4086,Supoyo awak dhewe iso nutipi wulu sikil sing kandel kui ono beberapa coro sing iso awak dhewe lakoke,"Jika Anda bisa menghilangkan bulu tebal di kaki Anda, ada beberapa hal yang bisa Anda lakukan sendiri"
4087,Sing kesiji awak dhewe iso nutupi bagian sikile awak dhewe nanggo sarung,"Sebaliknya, Anda bisa menutupi kaki Anda dengan sarung"
4088,Sing keloro awak dhewe yen arep ketemu wong akeh nganggone kathok dowo terus,"Yang kedua, kita jika ingin bertemu banyak orang, pakailah celana panjang saja."
4089,Sing ketelu yen misale awak dhewe kepepet kudu nanggo kathok sing cekak awak dhewe iso nganggo kaos kaki sing duwur,"Yang ketiga, kalau kita terpaksa harus memakai celana pendek, kita bisa menggunakan kaos kaki panjang."
4090,Biyen pas aku isek cilik aku senengane mancing nang pinggire waduk sing ono nang desoku nah pas mancing iku maeng mesti bareng-bareng ambek konco-konco soale enak nang ngenteni iso ditinggal dolanan barang,"Dulu, saat aku masih kecil, aku suka memancing di pinggir waduk yang ada di desaku. Nah, saat memancing itu, pasti selalu bersama teman-teman.Soalnya, sambil menunggu, kami bisa bermain-main bersama."
4091,Nah pas pancinge koncoku iku maeng disendate iwak bocahe senenge megilan mergo ketoke iwake gedene megilan,"Nah, ketika kail temanku itu ditarik ikan, dia senang sekali karena ikan itu kelihatan sangat besar."
4092,Terus pas digeret pancinge maeng tibake iwake maeng nyantol nang jero kresek ireng terus sing jijiki yoiku kreseke maeng isine koyok telek e wong sing ancene mlebu kono,"Lalu, ketika kail itu ditarik, ternyata ikan tersebut tersangkut di dalam kantong plastik hitam. Yang menjijikkan adalah isi plastik itu seperti kotoran manusia yang entah bagaimana bisa masuk ke sana."
4093,Nah bocahe langsung bingung polahe iwake yo rodok kede akhire diseret ae ambek diedel-edel karo ngomong hi,"Anak itu langsung bingung, ikannya agak besar, akhirnya hanya ditarik sambil ia ngomel-ngomel sendiri."
4094,Yo mergo iwake rodok gede maeng mangkane bocahe sampek belani koyo ngunu maeng,"Ya, karena ikannya agak besar, makanya anak itu sampai rela seperti itu."
4095,Aku gelek nyerang ngawur sampek boloh-bolohku dewe iku melok mati nag dolanan Game Online,Aku asal menyerang sembarangan sampai teman-temanku sendiri ikut mati saat bermain game online.
4096,Yo asline sing garai serangan sing ngawur iku kan polahe jumbul mergo moro-moro digruduk ambek mungsoe terus ora iso bedakno endi konco ambek musuh soale saking wedine kalah,"Ya sebenarnya yang bikin aku menyerang ngawur itu karena panik, mendadak diserang musuh dan tidak bisa membedakan mana teman dan mana musuh karena terlalu takut kalah."
4097,Akhire yo gelemgak gelem wes pokoke yerang mboh iku kenek nungso utowo lawan pokoke sikat kabeh sing penting aman ambek orah kalah,"Pada akhirnya, mau tidak mau pokoknya menyerang saja entah itu mengenai teman atau lawan pokoknya sikat semua yang penting aman dan tidak kalah "
4098,Soale nag kalah engkon lewele ilang siji terus medun nang peringkat ngisore,"Karena kalau kalah, levelnya turun satu dan jatuh ke peringkat yang lebih rendah."
4099,Terus pas mari seri iku maeng koncoku mesti ngelokno polahe mainku awur-awuran ora delok koncone,"Lalu, setelah pertandingan selesai, temanku pasti mengejek cara mainku yang sembarangan dan tidak memperhatikan teman."
4100,"Yo nek diserang, mesti bingung akhire yo sing penting nyerang ","Ya, kalau panik diserang, pasti bingung, akhirnya yang penting menyerang saja."
4101,"wedi yen dicedhaki hewan kuwi asline guyokno, tapi yo iku lumrah soale sing manusia kuwi pasti wedi yen keselametan ne keancem","Takut saat diajak mendekati hewan itu sebenarnya lucu, tapi itu wajar karena manusia pasti takut kalau keselamatannya terancam."
4102,Pas aku mlebu SMA kui ngepasi karo penerapan kurikulum 2013,"Saat aku masuk SMA, kebetulan bersamaan dengan penerapan kurikulum 2013."
4103,Neng sekolahku pas aku isih kelas 10 sekolahku durung nerapke kurikulum anyar kui,"Di sekolahku, saat aku masih kelas 10, sekolahku belum menerapkan kurikulum baru itu."
4104,Nanging beberapa sekolah liya wis ngemulai,"Namun, beberapa sekolah lain sudah mulai menerapkannya."
4105,Sekolahku lagi nganggo kurikulum kui pas aku neng kelas 11,Sekolahku baru mulai menggunakan kurikulum itu saat aku kelas 11.
4106,Seko materine kurikulum KTSP lan 2013 iki ono bedane,"Dari materinya, kurikulum KTSP dan 2013 ini ada perbedaannya."
4107,Awak dhewe dadi ono matrikulasi bar bubar jam sekolah,Kita jadi ada matrikulasi setelah jam sekolah selesai.
4108,Kurikulum sing anyar iki intine ngeharusku murid kudu luwih inisiatif neng proses sinau,Kurikulum baru ini intinya mengharuskan murid lebih inisiatif dalam proses belajar.
4109,Dadi salah siji sing berubah kui pelajaran kesenian,"Jadi, salah satu yang berubah adalah pelajaran seni."
4110,Aku kudune entuk kesinian tari,Seharusnya aku mendapatkan seni tari.
4111,Nanging pas kui saben kelas kui dibagi dadi telung kelompok,"Tetapi, saat itu satu kelas dibagi menjadi tiga kelompok."
4112,Ono kelompok musik kelompok tari lan kelompok lukis,"Ada kelompok musik, kelompok tari, dan kelompok lukis."
4113,Nanging model pembelajarane kui ora dienggo tekan akhir,Tetapi model pembelajaran itu tidak diterapkan sampai akhir.
4114,Awak dhewe dadi dikongkon gawe film kanggo nilai UAS pas kui,Kita diminta membuat film sebagai nilai UAS saat itu.
4115,Akhir-akhir istilah sing siji iki lagi akeh dibahas,"Akhir-akhir ini, satu istilah ini sedang banyak dibahas"
4116,Dadi klitih iki nduwe kepanjangan kliling golek getih,"Jadi, klitih ini adalah singkatan dari keliling mencari darah."
4117,Klitih iki fenomena kejahatan sing akeh terjadi ning Jogja,Klitih ini adalah fenomena kejahatan yang banyak terjadi di Jogja.
4118,Biasane pelaku klitih iku pelajar remaja,Biasanya pelaku klitih itu pelajar remaja
4119,Biasane sisan pelaku klitih iki bakal ngincer korban sing dianggep sek SMA utowo SMK nang daerah sing sepi terus bakal nyerang wong iku secara fisik contohe dibacok.,"Biasanya para pelaku klitih akan mengincar korban yang dianggap siswa SMA atau SMK di daerah yang sepi lalu menyerang mereka secara fisik, misalnya dengan membacok."
4120,Klitih iku biasane dilakoni geng geng an dadi gak wong dewe ngono.,"Klitih itu biasanya dilakukan oleh kelompok atau geng, bukan oleh individu."
4121,Biasane koyok ngono iku gawe nyudokno area teritorial e dan dee iku sing berkuasa nang kono.,Biasanya tindakan seperti itu digunakan untuk memperkuat wilayah teritorial mereka dan menunjukkan siapa yang berkuasa di sana.
4122,Kadangan sisan klitih iku dilakoni arek enom nang Jogja sing lagi nggolek jati diri utowo butuh pengakuan nang lingkungan sekolah e.,Kadang klitih juga dilakukan oleh anak muda di Jogja yang sedang mencari jati diri atau ingin mendapat pengakuan di lingkungan sekolahnya.
4123,Senajan akses sing terbatas desa kuwi bisa dadi panggonan alternatif ning masa pensium amarga tenang lan uga ora akeh kebisingan,"Meski aksesnya terbatas, namun desa ini bisa menjadi alternatif tempat pensiun karena sepi dan tidak banyak kebisingan"
4124,Senajan gayeng urip ning desa kuwi kudu kuat lan tahan banting amarga kadhang ana kedadian sing marai mangkel kaya omongane tangga sing ora bisa dikontrol lan uga keadaan sosial liyane.,"Meskipun kehidupan di desa menyenangkan, tetap harus kuat dan tahan banting karena terkadang ada hal-hal yang membuat kesal, seperti gosip dari tetangga yang tidak bisa dikendalikan atau kondisi sosial lainnya."
4125,Kamangka yen kepengen tenang ning masa sepuh luwih becik bali desa lan nduwe usaha ning kana ben uripe uga ayem tentrem lan adoh saka pikiran negatif saka penggaweyan.,"Jika ingin hidup tenang di masa tua, lebih baik kembali ke desa dan memiliki usaha di sana agar hidup lebih damai dan jauh dari pikiran negatif akibat pekerjaan."
4126,Sapa sing ora kaget yen dikandani duweni penyakit.,Siapa yang tidak terkejut saat diberitahu memiliki penyakit.
4127,Iki mono sing dirasakna karo pasien-pasien sing ana ing rumah sakit lan mari priksa ning dokter,Inilah yang dirasakan oleh pasien-pasien di rumah sakit setelah memeriksakan diri ke dokter.
4128,Ana sing nangis ana sing kaget nganti semaput lan liyane,"Ada yang menangis, ada yang kaget sampai pingsan dan ada yang lain"
4129,Senajan penyakite mung cilik lan ora parah nanging tetep wae iku penyakit sing bisa ganggu awake kene saben dina.,"Meskipun penyakitnya kecil dan tidak parah, tetap saja itu penyakit yang bisa mengganggu aktivitas sehari-hari."
4130,Menawa kaget nganti nangis lan semaput iku tambah nggarai stres lan nggarai ora ndang waras.,"Jika terlalu terkejut hingga menangis atau pingsan, hal itu akan menambah stres dan memperlambat kesembuhan."
4131,Amarga pikirane wis kacau banget lan ora bisa mikir sing jernih lan golek solusi.,"Karena pikirannya sudah sangat kacau, tidak bisa berpikir jernih, dan sulit mencari solusi."
4132,Mula kanggo kanca-kanca sing divonis karo dokter lara apa wae ayo padha semangat lan kudu yakin bisa seger waras maneh.,"Jadi, untuk teman-teman yang divonis sakit oleh dokter, tetap semangat dan yakinlah bahwa kalian bisa sembuh kembali."
4133,Nah nang aturan negoro iki ancene wes ora oleh mergo iso dadekno bejate negoro ambek wong-wonge maeng.,"Di negara ini, aturan seperti itu memang tidak diperbolehkan karena bisa merusak negara dan orang-orang."
4134,Nah kudune wong koyok ngunuku iku diukum sak pantese mergone ise ngerugekno wong akeh awit teko moral sampek materi barang.,"Orang seperti itu seharusnya dihukum dengan pantas karena telah merugikan banyak orang, mulai dari aspek moral hingga materi."
4135,Terus pemerintah barang yo kudune luweh tegas ben ora sampek wong koyok ngunuku wani sak karepe dewe.,Pemerintah juga seharusnya lebih tegas agar orang-orang seperti itu tidak bertindak semaunya sendiri.
4136,Soale nag dijarno iku mesti tambah marakno ora karuan.,"Sebab jika dibiarkan, tindakan tersebut pasti akan semakin marak dan tidak terkendali."
4137,Mangkane nag iso pas gawe celono iku dideloki disek ben ora isin.,Makanya jika menggunakan celana itu dilihat dulu supaya tidak malu
4138,Ning Indonesia iki layanan pendidikan kanggo siswa sing kurang mampu dadi salah siji masalah sing ora ana uwise kaya benang sing mbulet.,"Di Indonesia, layanan pendidikan untuk siswa kurang mampu menjadi salah satu masalah yang tak ada ujungnya seperti benang kusut."
4139,Nanging para pemerintah iki ora bisa ngatasi nganggo cara sing cepet uga manjur kanggo kesejahteraan rakyate.,"Namun, pemerintah belum mampu mengatasinya dengan cara yang cepat dan efektif untuk kesejahteraan rakyatnya."
4140,Proyek sing akeh iki uga ngundang korupsi.,Proyek yang banyak ini juga mengundang korupsi
4141,Pas tingkat PKKM wis mudun dadi tingkat loro neng Yogyakarta akeh panggon kerjo sekolah lan toko-toko podo buka.,"Saat tingkat PPKM turun menjadi level dua di Yogyakarta, banyak tempat kerja, sekolah, dan toko-toko mulai buka."
4142,Alonalon dalan wis mulai rame karo montor lan mobil sing liwat.,Perlahan-lahan jalanan mulai ramai dengan kendaraan bermotor dan mobil yang melintas.
4143,Bocahbocah wis mangkat sekolah.,Anak-anak sudah mulai pergi ke sekolah.
4144,Kota Yogyakarta alon-alon bangkit seko mangsa nestapane.,Kota Yogyakarta perlahan bangkit dari masa sulitnya.
4145,Mergo wis akeh panggon dodol sing bukak aku diajak karo konco-konco kuliahku biyen sarapan bareng neng Alun-Alun Pakualaman.,"Karena sudah banyak tempat makan yang buka, aku diajak oleh teman-teman kuliahku dulu untuk sarapan bersama di Alun-Alun Pakualaman."
4146,Aku Yacub Ayub karo Eva janjian ketemuan neng kono dino Minggu jam 8 isuk.,"Aku, Yacub, Ayub, dan Eva janjian bertemu di sana hari Minggu jam 8 pagi."
4147,Neng alun-alun kowe akeh bakul sing dodol.,"Di alun-alun, ada banyak pedagang yang berjualan."
4148,Aku karo Eva mesen lontong sayur,Eva dan aku memesan lontong sayur 
4149,Yacub mesen soto ayam,Yacub memesan soto ayam
4150,Ayub mesen sego kuning,Ayub memesan nasi kuning
4151,Awak dhewe sarapan lan ngobrol bareng-bareng tekan duhur,Kami sarapan dan ngobrol bersama hingga siang
4152,Senajan wong bisa ndelok sepira jerone lan luwih bisa ati-ati tulisan iki kudune tetep ana amarga bisa dadi pangiling-iling ben ora gampang kebanjur seneng,"Meskipun orang bisa melihat seberapa dalamnya dan bisa lebih hati-hati, tulisan ini seharusnya tetap ada karena bisa menjadi pengingat agar tidak mudah terbawa perasaan"
4153,Nanging para pengunjung iki ora titen maca tulisan iki kamangka isih ana sing kelelep,"Namun, para pengunjung ini tidak memperhatikan tulisan ini, padahal masih ada yang tenggelam"
4154,Sak liyane kudu bisa renang ati-ati lan nggatekake papan rambu iki uga penting amarga ben ora tinemu cilaka,"Sementara itu, harus bisa berenang dengan hati-hati dan memperhatikan papan rambu ini juga penting agar tidak terjadi kecelakaan"
4155,Akeh wong sing isih seneng nyoba-nyoba ngelanggar senajan wis ditulis gede ning papan,Banyak orang masih suka mencoba melanggar meskipun sudah tertulis besar di papan
4156,Kamangka kelelep iki dudu uga amarga ora bisa renang nanging ya amarga ora ati-ati lan ngelanggar aturan,"Padahal, tenggelam ini bukan karena tidak bisa berenang, tetapi karena tidak hati-hati dan melanggar aturan"
4157,Ateisme jaman saiki kuwi ana amarga tren ning manca negara sing ngomong yen agama kuwi dianggep kuna lan ora logis,Atheisme zaman sekarang ada karena tren di luar negeri yang mengatakan bahwa agama itu dianggap kuno dan tidak logis
4158,Wong ateis kuwi nganggep yen agama iki mung gawenan menungsa sing tujuane kanggo nyiptakake peperangan amarga pambedha pemikiran sing ana ning menungsa,Orang ateis ini menganggap bahwa agama hanya dibuat oleh manusia yang tujuannya untuk menciptakan peperangan karena perbedaan pemikiran yang ada pada manusia
4159,Ateisme kuwi lagi digalakake amarga wong saiki sering gelut sak uwise mbahas babagan agama sing bedha ning negara ngendi wae,Atheisme ini sedang digalakkan karena orang sekarang sering berdebat setelah membahas tentang agama yang berbeda di negara manapun
4160,Venus nek nang mitologi Yunani iku digambarno dadi dewi paling ayu,Venus dalam mitologi Yunani digambarkan sebagai dewi yang paling cantik
4161,Tapi planet Venus e iku gak dinobatno dadi planet paling ayu,Tapi planet Venus ini tidak dinobatkan sebagai planet paling cantik
4162,Ilmuwan NASA iku ngenobatno Saturnus sing dadi planet paling ayu nang Tata Surya,Ilmuwan NASA menobatkan Saturnus sebagai planet paling cantik di Tata Surya
4163,Sing paling ngetoki iku mergo cincin sing ngelilingi Saturnus iku mau,Yang paling mencolok adalah karena cincin yang mengelilingi Saturnus tersebut
4164,Cincin iku terbuat teko triliunan partikel debu watu karo es sing ngorbit nang planet sing nduwe kecepatan ratusan mil sak jam e,Cincin itu terbuat dari triliunan partikel debu batu dan es yang mengorbit planet dengan kecepatan ratusan mil per jam nya
