,label,text
3135,suara tangisan akan saling bersahutan bila salah satu di antara bayi itu memulai pun tawa lucunya,swara tangis bakal saling bengok-bengok yen salah siji bayi wiwit malah ngguyu lucu
3136,mereka seperti saudara sekandung,padha kayak saudara
3137,bertemu di danau untuk dimandikan bersama dalam ritual mandi bayen,ketemu ing sendhang mau adus bebarengan ing ritual adus bayen
3138,sebuah tradisi yang dipupuk warga ketingal,tradhisi kang ditindakake dening masyarakat ketingal
3139,adanya kabut yang menyergap desa memercikkan rasa kuatir bagi para orang tua sih bayi,pedhut sing ngliput desa kasebut nuwuhake rasa kuwatir marang orang tuwane bayi
3140,mereka beranggapan kesehatan bayi akan terganggu,dheweke pikir kesehatane bayi bakal kaganggu
3141,tapi kekuatiran mereka tidak terbukti,nanging kuwatir dheweke tidak saya dhasare
3142,bayibayi itu sehat-sehat saja,bayibayi ikut apik
3143,malah mengalami perkembangan yang begitu cepat,nyatanya perkembangane cepat banget
3144,kabut hitam belum sirna jua,pedhut ireng belum sirna
3145,ketebalannya pekat nian,kandel
3146,para pakar di negeri ini pusing dua belas keliling,para ahli ing negara ini duwe sirah
3147,nalar mereka dipaksa njebabah,alasane kepeksa rusak
3148,kepakaran mereka dihujat publik dituding sudah kadaluarsa,keahliane dilecehke dening masyarakat dituduh sudah kadaluwarsa
3149,untuk menutupi muka mereka menelisik setiap wilayah di desa itu sampai ke tempat yang selama ini jarang didatangi penduduk,untuk nutupi raine dheweke nggoleki saben wilayah desa menyang panggonan sing ganti sekarang sudah jarang ditekani warga
3150,tetap saja kegagalan membungkusnya,masih gagal mbungkus
3151,hingga suatu ketika datanglah pakar di bidang perkabutan dari negeri antah berantah,ganti sawijining dina saya ahli babagan pedhut teka saka tanah sing tidak saya ing tengah-tengah
3152,seorang lelaki tua berwajah teduh dengan jenggot kasar beruban,orang tuwa sing katon teduh kanthi jenggot abu-abu
3153,ia tertarik dengan keberadaan danau di situ,dheweke kepengin weruh saya tlaga ing kana
3154,danau ini menyimpan misteri,telaga ini ngemu misteri
3155,tangan bersedekap menyimpan gejolak penasaran,tangan gemeteran terus nggumunake
3156,aku yakin danau ini asal muasal dari kabut hitam,aku percaya telaga ini asale saka kedhung ireng
3157,ia memutuskan berkemah di tepi danau,dheweke mutusake kemah ing pinggir tlaga
3158,tindakannya itu mengundang bahan tertawaan hingga cemoohan para pengunjung,tumindake mengundang guyu lan guyonan saka pengunjung
3159,apa yang kamu cari pak tua danau itu jangan dijadikan kambing hitam,anda nggoleki apa orang tuwa sendhang itu tidak kena didadekake kambing hitam
3160,seorang jurnalis yang telah berminggu minggu ndongkrok di ketingal sampai terheran heran,wartawan sing sudah pirang-pirang minggu lungguh ing ketingal kaget
3161,kami sudah mengelilingi danau sampai puluhan kali,kita sudah puluhan kali ngubengi tlaga
3162,berkemah hingga disiram hujan,camping ganti udan
3163,tetap saja tidak ketemu sumber kabutnya,masih tidak bisa nemokake sumber pedhut
3164,pagi ini panggilan jadwal tak mampir membuat kebiasaan supardi mendapatkan tempat,esuk ini telepon jadwal tidak mandheg dadi kebiasaan supardi golek papan
3165,kepalanya kembali ia golekkan di atas bantal,dheweke nyelehake sirahe kamu ing bantal
3166,november menambah persekutuan antara dingin bersama cairan langit kian menyengat,nopember nambahake aliansi antarane langit sing adhem lan cair sing saya tambah nyengat
3167,hujan sejak pukul satu dini hari menjadi alasan bermalas malasan ditambah mimpi konyol menyergap tidurnya,udane wiwit jam siji esuk dadi alasan untuk malas malesan ditambah impen-impen sing nggumunake merebut turu
3168,meringkuk berbagai posisi ia bentuk mirip udang galah tiang listrik tangan menyangga kepalasesekali jari jemari diketuk ketukan,crouching dheweke mbentuk macem-macem posisi kayak udang raseksa cagak listrik tangan nyengkuyung endhas soksok driji-driji ditepek tepek
3169,pikiran berkelindan hingga meraih sosok pandum,pikiran entwined untuk nggayuh tokoh pandum
3170,ya kawannya itu telah meninggal di bulan juliwabah mengakhiri petualangannya di bumi,ya kancane sudah tilar donya ing wulan juli wabah kasebut mungkasi petualangan ing bumi
3171,kepergian pandum cukup mengagetkan,mangkate pandum cukup kaget
3172,pengusaha muda cukup ternama di kota ini tergolek di atas ranjang dibalut penyakit kambuhan berulang ulang,pengusaha enom sing kondhang ing kutha ini dumunung ing amben ditutupi penyakit sing terus terusan
3173,typus ke empat ungkap satu saudaranya dulu pernah semuanya bisa ia melewati,tifoid kaping papat ujare salah sawijining sedulure biyen dheweke bisa ngliwati semua
3174,tapi virus covid membuat pertahanan tubuhnya koyak,nanging virus covid nyuwek pertahanan awak
3175,kedua tangan supardi menelusup di bawah bantal menekuk kedua sisinyakepala dihimpit,tangane supardi loro lorone ndhudhuk ing ngisor bantal mbengkongake ing sisih endhas siji lan sijine
3176,pandum lirihnya,pandum dheweke bisik
3177,tiga bulan sejak sahabatnya pergi ke haribaan illahi supardi menemukan kembali pecahan-pecahan memori dirinya bersama pandum tahun-tahun yang lalu,telung sasi sawise kanca apike menyang dina gusti supardi nemokake kamu fragmen kenangan sama pandum pirang-pirang tahun kepungkur
3178,sepertinya saya akan buka usaha di ungkap pandum pada suatu ketika,kula kinten badhe buka usaha di kandhane pandum ing sawijining dina
3179,apa rencanamu tanya supardi,rencanamu apa pitakone supardi
3180,jualan bolen pisang kata pandum,adol gedhang bolen jare pandum
3181,seperti itulah tekad pandum,itu tekad pandum
3182,prosesnya mengharuskan ia terseok seok mengendarai motor empat tak beronjong didudukkan kuat dipenuhi dagangan,proses kasebut mbutuhake dheweke berjuang numpak sepedha motor papat lungguh kencang sama barang dagangan
3183,berkeliling seantero pelosok kota menjadi napas perjalanan,ngubengi semua sudhut kutha minangka ambegan perjalanan
3184,menawarkan ke berbagai warung-warung gerai oleh-oleh pasar sampai kantin sekolah,nawakake macem-macem kios toko souvenir pasar ganti kantin sekolah
3185,supardi sesekali menjumpa pandum di jalan ketika dirinya disuruh pak basukisi pemilik usaha boga,supardi sok-sok ketemu pandum ing dalan nalika didhawuhi pak basuki sing duwe usaha katering
3186,mengobrol sebentar sebelum memutuskan berpisah,mengobrol sedhela sadurunge mutusake pisah
3187,sebagai sahabat supardi haqqul yaqin kalau sahabatnya ke depan akan sukses,minangka kanca supardi haqqul yakin yen kanca apike bakal sukses ing mangsa mengharap
3188,dasarnya adalah tekad baja serta jalur yang ditempuh pandum sesuai passion,basis yaiku tekad baja lan dalan sing ditindakake pandum miturut karep
3189,supardi mendapat gambaran lewat pak basuki yang terjun di bidang yang sama dengan pandum,supardi angsal pamanggih saking pak basuki ingkang sawahipun kaliyan pandum
3190,aku yakin harapanmu akan tergapai dum saya dengar pada suatu kesempatan,aku yakin pangarep arepmu bakal kawujud dum kandhane ing sawijining kesempatan
3191,pandum hanya mengangguk,panda mung manthuk
3192,lama tidak bersua hingga perjumpaan selanjutnya memberi gambaran jelas kalau pandum merangkak naik kelas,suwesuwe tidak ketemu ganti rapat sabanjure menehi gambaran sing cetha yen pandum lagi crawling munggah sasmita
3193,usahanya mekar,bisnise lagi mekar
3194,pisang bolen racikannya banyak disuka,ramuan bolen pisang disenengi
3195,pesanan yang bertubi tubi mengharuskan ia mendirikan pabrik,pesenpesen sing njeblug meksa nggawe pabrik
3196,di kesinilah teriak pandum,di ayo mrene bengok pandum
3197,ini kantorku pabrikku di belakang,ini kantorku pabrikku mburi
3198,wah hebat kamu dum kata supardi,wah hebat kamu dum ujare supardi
3199,kehebatan pandum dalam berinovasi memperkuat pondasi finansialnya,kepinteran pandum ing inovasi nguatake dhasar finansial
3200,brankas menggelembung rekening kembung,aman nggedhekake akun kembung
3201,perkembangan pabriknya memberi gambaran terang,pangembangan pabrik kasebut nggambarake gambar sing padhang
3202,tidak hanya bolen pisang segala jenis roti ia buat,tidak mung kue gedhang dheweke nggawe macem-macem roti
3203,kemajuan itu lambat laun mengubah gaya hidup pandum,kemajuan ini mboko sithik ngowahi gaya uripe pandum
3204,bertemu berlanjut,rapat terus
3205,harihari selanjutnya supardi sering diajak pandum keluar kota,ing dina-dina sakteruse supardi kerep diundang pandum keluar kutha
3206,sampai akhirnya supardi memutuskan jaga jarak dengan pandum,ganti pungkasane supardi mutusake untuk njaga jarak sama pandum
3207,setiap ditelepon ia akan beralasan maaf dum aku tidak bisa ada urusan lain,sabensaben menelpon dheweke kandha ngapunten dum aku tidak bisa saya urusan liyane
3208,di saat senja aku berjalan seorang diri di pinggiran kota dari kejauhan menampak tertata tempat tinggal yang kumuh dan tidak beraturan sebagian terbuat dari kardus bekas sebagian lagi terbuat dari potongan kayu bekas buangan dari pabrik,wayah maghrib aku mlaku-mlaku dhewekan ing pinggir kutha saka kadohan aku weruh omah-omah sing rubuh lan tidak teratur saya sing digawe saka kardus bekas saya sing digawe saka kayu bekas pabrik-pabrik
3209,burung gereja terbang bergerombol di bawah langit yang ternodai penuh oleh hitamnya asap pabrik dan asap kendaraan,sparrows mabur ing wedhus ing ngisor langit sing babar sama sekali stained dening kumelun ireng saka pabrik lan knalpot mobil
3210,tidak ada keindahan jingga saat senja ketika di kota tak ada kesegaran udara saat fajar ketika di kota,tidak saya kaendahan oranye nalika senja yen ing kutha tidak saya hawa segar nalika subuh nalika ing kutha
3211,anakanak ojeg payung terlihat murung karena hujan tak kunjung turun,sopir taksi payung katon surem amarga udane belum teka
3212,di balik kemegahan kota ada kesedihan yang terlukis di wajah orang miskin karena tanah-tanah yang dirampas oleh para pemodal rakus untuk membuka bisnis dan membangun gedung tinggi pencakar langit,ing mburi kemegahan kutha saya rasa sedih sing dicet ing raine orang miskin amarga tanah sing direbut investor sing rakus untuk mbukak bisnis lan membangun gedung pencakar langit
3213,di luar restoran aku melihat seorang pemuda dengan rambut panjang kurang terurus penampalin yang acak acakan wajahnya dekil penuh dengan debu celana levisnya sudah lusuh dan terlihat sobek di bagian lutut kananya,ing njaba restoran aku weruh orang enom sing rambute dawa rambute goblok katon kusut raine reged lan kebak bledug celana lewi sudah lusuh lan katon sobek ing dhengkul tengen
3214,pemuda yang tanpa identitas itu sedang asyik memainkan biola suara biola yang begitu menyayat hati,nomnoman sing tidak dikenal ikut lagi sregep nabuh biola swarane biola ikut banget nglarani hati
3215,gesekan biola seperti terlahir dari hati yang hancur serta remuk jiwanya,gesekan biola kayak lahir saka hati sing remuk lan jiwa sing remuk
3216,alunan lacrimosa milik mozart terdengar indah dari suara biolanya,lacrimosa mozart muni apik saka swara biola
3217,beberapa orang ada yang memberi uang sebagian lagi ada yang tidak peduli sebagian ada yang hanya menjadikannya sebagai konten video untuk memenuhi cerita di media sosial,saya sing menehi dhuwit saya sing tidak peduli saya sing nggawe konten video untuk ngrampungake cerita ing media sosial
3218,ketika malam datang,nalika malam teka
3219,bayangan gedung tinggi mulai hilang dengan berlalunya pancaran cahaya sinar matahari yang mulai pergi,wewayangane gedhong-gedhong kang dhuwur-dhuwur mau wiwit sirna bareng sama sorote srengenge kang wiwit hilang
3220,dari atas puncak keindahan kota hanya bisa dilihat saat malam,saka pucuk-pucuk kaendahan kutha mung bisa katon ing wayah malam
3221,keindahan yang dihiasi kedap kedip lampu rumah dan lampu di jalan ditambah gemerlap cahaya bulan dan bintang,kaendahan kasebut dihias sama kelip-kelip lampu omah lan lampu jalan ditambah sama cahaya rembulan lan lintang
3222,ada seorang tokoh filsuf mengatakan sebagian besar manusia sangat sulit untuk menyadari kenyataan kehancuran lingkungan hidup yang ada di sekelilingnya,saya filsuf kang kandha akehakehe orang kangelan banget anggone mujudake kasunyatan rusake lingkungan sakiwa tengene
3223,ini disebabkan karena kehancuran itu terjadi bersamaan dengan proses pekerjaan yang mempunyai tujuan untuk membangun apa yang kita sebut dengan masa depan,ini amarga karusakan kedadeyan bebarengan sama proses kerja sing duwe tujuan untuk membangun apa sing diarani masa depan
3224,kemajuan jaman dan teknologi di samping memberi kemudahan juga lumayan memberi keresahan ucap batinku di tengah asyiknya memandangi suasana di sekitar,kemajuan jaman lan teknologi saliyane nyedhiyakake penak juga cukup ngganggu aku berbicara ing tengah seneng-seneng nyawang swasana ing sakiwa tengene
3225,mungkin ada benarnya apa yang dikatakan karl marx bahwa dunia ini seperti arena tempat bertarung sehingga yang lemah tertindas sedang yang kuat berkuasa,mungkin saya sing benar apa sing diomongake karl marx yen jagad ini kayak arena ing ngendi sing ringkih ditindhes nalika sing kuwat
3226,entahlah sudah tiga tahun aku tinggal di kota kini aku mulai merasakan tidak nyaman dan ada sedikit rasa resah juga gelisah aku kembali merindukan suasana desa yang sejuk dan tentram,aku tidak mengerti sudah telung tahun aku tidak manggon ing kutha sekarang aku wiwit tidak kepenak lan agak gelisah lan kuwatir aku kangen suasana desa sing asri lan tenteram
3227,seperti kunang-kunang yang diambang punah manusia dan dunia juga akan ikut punah,kayadene kunang-kunang sing sudah mau punah manungsa lan jagad juga bakal punah
3228,bayangbayang kehancuran dunia sering kali menampak di kota bukan di pedesaan,bayangan karusakan donya asring katon ing kutha-kutha tidak ing deso
3229,desa dengan suasananya sangat cocok bagiku untuk menghabiskan sisa usiaku,desa kanthi swasana sing sampurna untuk uripku
3230,menanam bunga atau mengurus binatang ternak,nandur kembang utawa jaga kewan
3231,bayangan dalam benakku aku masih ingat saat aku kecil setiap kali liburan sekolah tak pernah terlewat berkunjung ke rumah nenek di desa,bayangan ing pikiranku masih kelingan nalika masih cilik saben preian sekolah tidak tau luput dolan menyang omahe mbah putri ing desa
3232,perjalanan menuju rumah nenek sangat menyenangkan,lelungan menyang omahe eyang pancen nyenengake
3233,meski jalannya tak semulus jalanan di kota namun mataku selalu dimanjakan oleh alam di sekitar,sanadyan dalane tidak mulus kayak dalan-dalan ing kutha mripatku tansah merusak alam ing sakiwa tengenku
3234,hamparan luas kebun teh dengan sekian banyak para pekerja yang sedang asyik memetik suara burung dari bukit saling menyahut satu dengan yang lain orang orangnya ramah gunung yang masih terawat hijau tanpa borok hasil penebangan pohon hutan yang terlihat damai setiap pagi memberi udara yang menyegarkan dada,hamparan kebun teh sing banyak banget sama buruh sing sibuk nyetok swara manuk saka bukit padha mangsuli wong-wong padha ramah gunung-gunung masih tetap hijau tanpa borok saka tebang wit alas sing katon ayem saben esuk menehi hawa kang segar segar dhadha
3235,saat masih kecil aku merasa bosan hidup di desa ingin merasakan bagaimana hidup di kota,nalika masih cilik aku rumangsa bosan manggon ing desa kepengin ngrasakake urip ing kutha
3236,merasa bosan jadi anak kecil dan berharap segera dewasa lulus sekolah kemudian bekerja dan mendapatkan pasangan,bosan dadi bocah lan mengharap mau cepat gedhe lulus sekolah banjur kerja lan golek pasangan
